Dataset Name,Depth,Mean Test Accuracy,Std Test Accuracy,Mean F1 Score,Std F1 Score,Mean Training Time,Mean Test Acc Time
Iris,8,0.9533333333333334,0.03399346342395189,0.9532087795245691,0.03428602596162103,7.311863756179809,0.0030608415603637696
